id,src,ref,hyp,conf,parse_warnings,timestamp_utc
61,"There was no whipped cream, just prunes, a little bit of flour, sugar, water and cinnamon.","Es gab keine geschlagene Sahne, nur Pflaumen, etwas Mehl, Zucker, Wasser und Zimt.","Es gab keine Schlagsahne, nur Pflaumen, ein wenig Mehl, Zucker, Wasser und Zimt.",0.96,,2026-02-26T20:27:32.311825+00:00
62,"After he had beaten 16 rivals from within the Republican camp, doubt is now growing as to whether he will be successful in the race for the White House.","Nachdem er 16 Rivalen innerhalb des eigenen republikanischen Lagers aus dem Rennen geworfen hat, wachsen nun die Zweifel an seinem Erfolg im Kampf um das Weiße Haus.","Nachdem er 16 Rivalen aus dem republikanischen Lager besiegt hatte, wächst nun der Zweifel, ob er im Rennen um das Weiße Haus erfolgreich sein wird.",0.92,,2026-02-26T20:27:34.865283+00:00
63,Tourists on the beach at Aveiro were terrified when the plane appeared out of the murk and flew at an incredibly low altitude,"Touristen am Strand von Aveiro waren in Panik versetzt, als das Flugzeug aus der Dunkelheit kam und unglaublich tief flog","Touristen am Strand von Aveiro waren verängstigt, als das Flugzeug aus dem Dunst auftauchte und in unglaublich geringer Höhe flog.",0.93,,2026-02-26T20:27:37.402320+00:00
64,"But the target group wasn't right: there were more people from North Rhine-Westphalia, Berlin and Saxony there than people from Mecklenburg-Vorpommern.","Aber die Zielgruppe stimmte nicht, es waren mehr Nordrhein-Westfalen, Berliner und Sachsen da als Mecklenburger und Vorpommern.","Aber die Zielgruppe stimmte nicht: Es waren dort mehr Menschen aus Nordrhein-Westfalen, Berlin und Sachsen als aus Mecklenburg-Vorpommern.",0.98,,2026-02-26T20:27:40.006197+00:00
65,"Doctors recommend an examination in a sleep lab for patients whose snoring disrupts their breathing, for people who feel abnormally sleepy during the day, for sleepwalkers, or if the cause of a sleep disorder cannot be pinpointed, explains Fietze.","Zur Untersuchung im Schlaflabor raten Mediziner zum Beispiel bei Schnarchen mit Atemaussetzern, bei krankhafter Tagesmüdigkeit, bei Schlafwandlern oder wenn man die Ursache einer Durchschlafstörung nicht findet, erklärt Fietze.","Ärzte empfehlen laut Fietze eine Untersuchung im Schlaflabor für Patienten, deren Schnarchen die Atmung stört, für Menschen, die tagsüber ungewöhnlich schläfrig sind, für Schlafwandler oder wenn die Ursache einer Schlafstörung nicht festgestellt werden kann.",0.98,,2026-02-26T20:27:43.219091+00:00
66,"In Bavaria, the seven district governments are responsible for providing accommodation for refugees.",In Bayern sind die sieben Bezirksregierungen für die Unterbringung von Flüchtlingen zuständig.,In Bayern sind die sieben Bezirksregierungen für die Unterbringung von Flüchtlingen zuständig.,0.95,,2026-02-26T20:27:45.675193+00:00
67,His mother stares at the tabletop.,Seine Mutter starrt auf die Tischplatte.,Seine Mutter starrt auf die Tischplatte.,0.95,,2026-02-26T20:27:48.819739+00:00
68,He voiced particular alarm about postal voting fraud - in which senior members of the Muslim community were said to have exerted pressure on people to vote for a candidate of their choosing.,"Er äußerte sich insbesondere alarmierend zur betrügerischen Briefwahl - bei der ältere Mitglieder der muslimischen Gemeinschaft Druck auf Leute gemacht hätten, einen Kandidaten ihrer Wahl zu wählen.","Er äußerte besondere Besorgnis über Wahlbetrug per Briefwahl – bei dem gesagt wurde, dass ranghohe Mitglieder der muslimischen Gemeinde Druck auf Menschen ausgeübt hätten, für einen von ihnen bestimmten Kandidaten zu stimmen.",0.95,,2026-02-26T20:27:51.702040+00:00
69,And it can be the case that several factors have an impact on each other.,"Und es kann sein, dass verschiedene Faktoren einander bedingen.","Und es kann sein, dass mehrere Faktoren sich gegenseitig beeinflussen.",0.93,,2026-02-26T20:27:53.907534+00:00
70,"It is as if the Olympic torch itself were a flaming baton, passed from archer to swimmer to gymnast to triathlete.","Es ist, als wäre die olympische Fackel selbst ein brennender Stab, der vom Armbrustschützen zum Schwimmer zum Turner zum Triathleten gereicht wird.","Es ist, als wäre die olympische Fackel selbst ein brennender Staffelstab, der von Bogenschütze zu Schwimmer zu Turnerin zu Triathlet weitergereicht wird.",0.9,,2026-02-26T20:27:56.619894+00:00
