provider,model_id,id,src,ref,hyp,conf,parse_warnings,timestamp_utc,latency_translate_s,latency_conf_s,input_tokens,output_tokens
anthropic,claude-haiku-4-5-20251001,12,"The Comite River near Baton Rouge and Amite River near Denham Springs, both in Louisiana, were predicted to set record crests over the weekend.","Der Fluss Comite in der Nähe Baton Rouges und der Fluss Amite in der Nähe Denham Springs, die sich beide in Louisiana befinden, werden aller Wahrscheinlichkeit nach über das Wochenende Rekordpegel erreichen.","Der Comite River in der Nähe von Baton Rouge und der Amite River in der Nähe von Denham Springs, beide in Louisiana, sollten über das Wochenende Rekordhochwasser erreichen.",0.92,,2026-02-26T22:19:57.294362+00:00,0.9244616031646729,0.6167144775390625,304,72
anthropic,claude-haiku-4-5-20251001,13,Mr Fitzpatrick said that the three sons had all lived at the property at different times but said they were all in their 20s.,"Fitzpatrick sagte, dass alle drei Söhne zu unterschiedlichen Zeiten in dem Haus gelebt hätten, aber dass sie alle über 20 seien.","Mr Fitzpatrick sagte, dass die drei Söhne alle zu verschiedenen Zeiten auf dem Grundstück gelebt hatten, sagte aber, dass sie alle in ihren 20ern waren.",0.92,,2026-02-26T22:19:59.977487+00:00,1.9675605297088623,0.7150311470031738,288,69
anthropic,claude-haiku-4-5-20251001,14,Frankie Dettori celebrated the milestone with a trademark flying dismount,Frankie Dettori feierte den Meilenstein mit einem typischen Flying Dismount,Frankie Dettori feierte den Meilenstein mit einem charakteristischen Flugabsprung,0.92,,2026-02-26T22:20:01.704022+00:00,0.8832592964172363,0.842975378036499,235,43
anthropic,claude-haiku-4-5-20251001,15,"""With everything else that's going wrong with the world, he was that diamond in the rough that was shining bright every day,"" he said.","""Bei allem, was in der Welt schief läuft, war er dieser ungeschliffene Diamant, der jeden Tag hell leuchtete,"" sagte er.","Bei all dem anderen, das in der Welt schieflÃ¤uft, war er dieser Rohdiamant, der jeden Tag hell strahlte",0.82,translation_no_json,2026-02-26T22:20:03.275679+00:00,0.9284024238586426,0.642674446105957,276,57
anthropic,claude-haiku-4-5-20251001,16,"This warms the surface and produces rain that creates a thick layer of clouds, which acts like an umbrella to shield the surface from much of the solar heating.","Dies erwärmt die Oberfläche und produziert Regen, das eine dicke Schicht Wolken erschafft, was wie ein Regenschirm wirkt, um die Oberfläche von einem Großteil der Sonnenwärme abzuschirmen.","Dies wärmt die Oberfläche auf und erzeugt Regen, der eine dicke Wolkenschicht bildet, die wie ein Schirm wirkt und die Oberfläche vor einem Großteil der Sonneneinstrahlung schützt.",0.92,,2026-02-26T22:20:04.909809+00:00,1.0113341808319092,0.6221551895141602,309,83
anthropic,claude-haiku-4-5-20251001,17,"As said, people prepared to build on these sites should apply in the town hall from now, and the communal council will probably discuss giving out the plots in its September meeting.","Wie es hieß, können sich Bauwillige ab sofort im Rathaus melden, über die Vergabe der Parzellen wird der Gemeinderat voraussichtlich in seiner September-Sitzung beraten.","Wie gesagt, Personen, die auf diesen Grundstücken bauen möchten, sollten sich ab sofort im Rathaus anmelden, und der Gemeinderat wird die Vergabe der Grundstücke wahrscheinlich in seiner Septembersitzung besprechen.",0.92,,2026-02-26T22:20:06.848070+00:00,1.2316813468933105,0.7059733867645264,322,90
anthropic,claude-haiku-4-5-20251001,18,"In particular, older people who live alone can practice how to focus on people other than themselves.","Gerade ältere Menschen, die allein leben, üben so, sich nicht nur auf sich selbst zu konzentrieren.","Insbesondere ältere Menschen, die allein leben, können üben, sich auf andere Menschen als sich selbst zu konzentrieren.",0.92,,2026-02-26T22:20:08.645786+00:00,1.1390063762664795,0.6580986976623535,247,49
anthropic,claude-haiku-4-5-20251001,19,"All told, this is ""a mammoth task"".","Das alles sei schon eine ""Mammutaufgabe"".","Alles in allem ist dies ""eine gigantische Aufgabe"".",0.92,,2026-02-26T22:20:10.077794+00:00,0.8019990921020508,0.6293723583221436,217,37
anthropic,claude-haiku-4-5-20251001,20,"'She didn't try to find anywhere discreet to do it - she just stood there, bold as brass.'","""Sie versuchte nicht einmal einen etwas diskreteren Ort zu finden, um es zu tun - sie stand einfach da, frech wie Oskar.""","Sie versuchte nicht, einen diskreten Ort dafür zu finden - sie stand einfach da, frech wie Oskar.",0.45,,2026-02-26T22:20:11.667427+00:00,0.9605898857116699,0.6284668445587158,262,53
anthropic,claude-haiku-4-5-20251001,21,His sample swab showed a luminometer count of over 4000 units.,Sein Probeabstrich zeigte eine Luminometerzahl von über 4000 Einheiten.,Sein Abstrichprobe zeigte eine Luminometer-Zählung von über 4000 Einheiten.,0.92,,2026-02-26T22:20:13.475570+00:00,1.0712878704071045,0.7362630367279053,242,48
anthropic,claude-haiku-4-5-20251001,22,"One reason for not all neighbours seeing this as a problem could be that they are not directly affected by crime: according to statistics, almost all crimes such as bodily harm are directed against the police.","Ein Grund dafür, dass nicht alle Nachbarn das als Problem ansehen, könnte sein, dass sie von der Kriminalität nicht unbedingt betroffen sind: Straftaten wie Körperverletzung richten sich Statistiken zufolge fast ausschließlich gegen Polizisten.","Ein Grund dafür, dass nicht alle Nachbarn dies als Problem sehen, könnte sein, dass sie nicht direkt von Kriminalität betroffen sind: Statistiken zufolge richten sich fast alle Verbrechen wie Körperverletzung gegen die Polizei.",0.92,,2026-02-26T22:20:17.909947+00:00,3.779693365097046,0.6541423797607422,328,88
anthropic,claude-haiku-4-5-20251001,23,"Instead, Kempinski Bristol offers an opportunity to dial Israel via an own call center.","Stattdessen bietet das Kempinksi Bristol eine Möglichkeit, Israel über ein eigenes Call Center anzuwählen.","Stattdessen bietet das Kempinski Bristol die Möglichkeit, Israel über ein eigenes Callcenter anzurufen.",0.92,,2026-02-26T22:20:19.402063+00:00,0.8289380073547363,0.6626315116882324,250,52
anthropic,claude-haiku-4-5-20251001,24,Brilliant all over.,Auf ganzer Linie brilliant.,Überall brillant.,0.92,,2026-02-26T22:20:20.728606+00:00,0.6963701248168945,0.6296453475952148,194,24
anthropic,claude-haiku-4-5-20251001,25,"At their peak spin rates, these maturing stars eject large amounts of stellar wind.",Zu Spitzenrotationsraten stoßen diese reifenden Sterne große Mengen an Sternwinden aus.,Bei ihren Spitzendrehzahlen stoßen diese reifenden Sterne große Mengen an Sternwind aus.,0.92,,2026-02-26T22:20:22.910489+00:00,1.394197702407837,0.7869315147399902,246,50
anthropic,claude-haiku-4-5-20251001,26,I have thought long and hard over the course of the summer about how I might improve this team to give it the depth it needs and bring it to a higher level.,"Ich habe im Laufe des Sommers lange und viel darüber nachgedacht, wie ich dieses Team verbessern könnte, um ihm mehr Tiefe zu verleihen, dies es benötigt und es auf ein höheres Niveau zu bringen.","Ich habe mich über den Sommer hinweg lange und intensiv überlegt, wie ich dieses Team verbessern könnte, um ihm die Tiefe zu geben, die es braucht, und es auf ein höheres Niveau zu bringen.",0.92,,2026-02-26T22:20:24.733082+00:00,1.1379504203796387,0.6840760707855225,307,79
anthropic,claude-haiku-4-5-20251001,27,No arrests have been made and police are reportedly reviewing surveillance video.,Es kam zu keinen Festnahmen und die Polizei überprüft derzeit Berichten zufolge das Überwachungsvideo.,Es wurden keine Verhaftungen vorgenommen und die Polizei überprüft Berichten zufolge Überwachungsvideo.,0.92,,2026-02-26T22:20:26.359004+00:00,0.8977153301239014,0.7276434898376465,238,52
anthropic,claude-haiku-4-5-20251001,28,"Current chairman, Breitbrunn's mayoress Gertrud Bühl (FW), looks back to when Ruper Göller was brought on as a water officer in 1985, and was promoted to Managing Director of the Association as soon as 1988.","Die aktuelle Vorsitzende, Breitbrunns Bürgermeisterin Gertrud Bühl (FW), erinnerte daran, dass Rupert Göller 1985 als Wasserwart eingestellt und schon 1988 zum Geschäftsführer des Zweckverbandes ernannt wurde.","Die derzeitige Vorsitzende, Breitbrunns Bürgermeisterin Gertrud Bühl (FW), blickt zurück auf die Zeit, als Ruper Göller 1985 als Wassermeister eingestellt wurde und bereits 1988 zum Geschäftsführer des Verbandes befördert wurde.",0.85,,2026-02-26T22:20:28.322682+00:00,1.1543631553649902,0.8087687492370605,383,105
anthropic,claude-haiku-4-5-20251001,29,"The last German tennis player to win was Tommy Haas, who took the silver medal in Sydney in 2000.",Als letzter deutscher Tennisprofi hatte Tommy Haas 2000 in Sydney eine Medaille (Silber) geholt.,"Der letzte deutsche Tennisspieler, der gewann, war Tommy Haas, der 2000 in Sydney die Silbermedaille gewann.",0.45,,2026-02-26T22:20:29.788422+00:00,0.8386561870574951,0.6265456676483154,264,54
anthropic,claude-haiku-4-5-20251001,30,"With 5 percent, the FPD could hope to return, but the Pirates, by contrast, would miss out - unlike in 2011.","Mit 5 Prozent könnte die FDP auf eine Rückkehr hoffen, die Piraten würden dagegen im Gegensatz zu 2011 den Einzug verpassen.","Mit 5 Prozent könnte die FDP hoffen zurückzukehren, aber die Piraten würden dagegen scheitern - anders als 2011.",0.92,,2026-02-26T22:20:31.401817+00:00,0.8872854709625244,0.7255468368530273,282,58
anthropic,claude-haiku-4-5-20251001,31,"There will not be a more emotive gold at these games, and that is saying something.",Es wird kein emotinaleres Gold als bei diesen Spielen geben und das will was heißen.,"Es wird bei diesen Spielen kein emotionaleres Gold geben, und das will schon etwas heißen.",0.45,,2026-02-26T22:20:33.036832+00:00,0.8060381412506104,0.8283905982971191,245,47
anthropic,claude-haiku-4-5-20251001,32,"Ex-Cabinet minister Sir Eric Pickles lambasts the police, election watchdogs and town halls for ignoring evidence of electoral abuse because of ""over-sensitivities about ethnicity and religion.""","Das ehemalige Kabinettsmitglied Sir Eric Pickles greift verbal die Polizei, Wahlbeobachter und Rathäuser dafür an, Beweise von Wahlmissbrauch aufgrund von ""Überempfindlichkeiten bezüglich Ethnie und Religion"" ignoriert zu haben.","Der ehemalige Kabinettminister Sir Eric Pickles kritisiert scharf die Polizei, Wahlbeobachter und Stadtverwaltungen dafür, dass sie Beweise für Wahlmissbräuche ignorieren, weil sie zu ""überempfindlich gegenüber Fragen von Ethnizität und Religion"" sind.",0.92,,2026-02-26T22:20:34.962409+00:00,1.2910337448120117,0.6339118480682373,350,107
anthropic,claude-haiku-4-5-20251001,33,"She views herself as a point-of-contact for all involved: refugees, people from the working group for refugees, administrators, authorities, and anyone else.","Sie sieht sich als Ansprechpartnerin für alle Akteure: Flüchtlinge, Arbeitskreis Flüchtlingshilfe, Verwaltung, Behörden und wer sonst noch mitmischt.","Sie sieht sich selbst als Ansprechpartnerin für alle Beteiligten: Flüchtlinge, Mitglieder der Arbeitsgruppe für Flüchtlinge, Administratoren, Behörden und alle anderen.",0.92,,2026-02-26T22:20:36.527594+00:00,0.8206453323364258,0.7439291477203369,303,79
anthropic,claude-haiku-4-5-20251001,34,"The federal government will cut funding by 30 per cent from June 2017, which means thousands more vulnerable Queenslanders will be forced to navigate complex legal problems without help.","Die Bundesregierung wird ab Juni 2017 die Mittel um 30 Prozent kürzen, was bedeutet, dass tausende von hilsbedürftigeren Leuten aus Queensland gezwungen sein werden, mit ihren rechtlichen Problemen ohne jegliche Hilfe zurechtzukommen.","Die Bundesregierung wird die Finanzierung ab Juni 2017 um 30 Prozent kürzen, was bedeutet, dass Tausende weitere gefährdete Queensländer gezwungen sein werden, komplexe rechtliche Probleme ohne Hilfe zu bewältigen.",0.92,,2026-02-26T22:20:38.435295+00:00,1.1626079082489014,0.7444839477539062,323,87
anthropic,claude-haiku-4-5-20251001,35,"However, the largest challenge and most difficult shift was when the pipe broke on the Kirchlauter elevated tank on 3 January one year.",Die größte Herausforderung und der schwierigste Einsatz waren aber der Rohrbruch am Hochbehälter bei Kirchlauter an einem 3. Januar.,"Der größte Herausforderung und schwierigste Umbruch war jedoch, als das Rohr des Kirchlauter Hochbehälters am 3. Januar eines Jahres brach.",0.85,,2026-02-26T22:20:40.174427+00:00,1.0798113346099854,0.6586761474609375,287,67
anthropic,claude-haiku-4-5-20251001,36,"Even in this field a few studies showed that woman reacted more sensitively to infants, regardless of whether they had their own children or not, the biologist Marina Scheumann reported.","Auch dabei zeigten einige Studien, dass Frauen sensitiver auf Säuglinge reagierten, ganz gleich ob sie bereits Mütter waren oder nicht, berichtete die Biologin Marina Scheumann.","Auch in diesem Bereich zeigten einige Studien, dass Frauen empfindlicher auf Säuglinge reagierten, unabhängig davon, ob sie eigene Kinder hatten oder nicht, berichtete die Biologin Marina Scheumann.",0.92,,2026-02-26T22:20:41.911194+00:00,1.1269595623016357,0.6092333793640137,321,83
anthropic,claude-haiku-4-5-20251001,37,Muslim migrants or migrants from the Middle East were vilified in an extremist manner.,So werden Zuwanderer islamischen Glaubens oder aus dem Nahen Osten in extremistischer Weise diffamiert.,Muslimische Migranten oder Migranten aus dem Nahen Osten wurden auf extremistische Weise verleumdet.,0.92,,2026-02-26T22:20:43.437793+00:00,0.8725771903991699,0.6535050868988037,245,51
anthropic,claude-haiku-4-5-20251001,38,"Though trampoline has been an Olympic event since 2000, when it debuted at the Sydney Games, it has spent the intervening 16 years so barely acknowledged that many I surveyed did not realize it was an Olympic sport at all.","Obwohl das Trampolinspringen bereits seit 2000 ein olympisches Ereignis ist, als es in Sydney sein Debüt hatte, wurde es die letzten 16 Jahre so spärlich wahrgenommen, dass viele die, ich befragt hatte, nicht wussten, dass es überhaupt eine Olympiasportart ist.","Obwohl Trampolinspringen seit 2000 ein olympisches Ereignis ist, als es bei den Spielen in Sydney debütierte, wurde es in den folgenden 16 Jahren so wenig beachtet, dass viele der von mir befragten Personen nicht einmal wussten, dass es eine olympische Sportart ist.",0.92,,2026-02-26T22:20:45.176963+00:00,1.1032695770263672,0.6353600025177002,365,101
anthropic,claude-haiku-4-5-20251001,39,"Ethiopia is the second most populous nation in Africa, after Nigeria, and its stability is cherished by the West.",Äthiopien ist nach Nigeria das bevölkerungsreichste Land Afrikas und seine Stabilität wird vom Westen geschätzt.,"Äthiopien ist die bevölkerungsreichste Nation Afrikas nach Nigeria, und seine Stabilität wird vom Westen geschätzt.",0.85,,2026-02-26T22:20:47.114177+00:00,0.8343281745910645,1.1023097038269043,258,52
anthropic,claude-haiku-4-5-20251001,40,"""Shame on you,"" another post stated, pointing out that the hotel, located in the noble Kurfurstendamm street stands near a synagogue.","""Schämt Euch,"" hieß es in einem anderen Beitrag, in dem darauf hingewiesen wurde, dass das Hotel, das sich am noblen Kurfürstendamm befindet, in der Nähe einer Synagoge steht.",âSchande Ã¼ber dich,0.15,translation_no_json,2026-02-26T22:20:48.931605+00:00,1.1640219688415527,0.6526987552642822,260,76
anthropic,claude-haiku-4-5-20251001,41,"It can absolutely be the case that additional right-wing terrorist groups or small gatherings come to exist, and plan attacks on asylum seekers, refugee shelters, or for other far-right motives.","Es kann durchaus sein, dass sich weitere rechtsterroristische Gruppierungen oder Kleinstgruppen bilden, die Anschläge gegen Asylsuchende, gegen Flüchtlingsheime oder Attacken aus anderen rechtsextremistischen Motiven planen.","Es kann absolut der Fall sein, dass zusätzliche rechtsextremistische Terrorgruppen oder kleine Zusammenkünfte entstehen und Anschläge auf Asylbewerber, Flüchtlingsunterkünfte oder aus anderen rechtsextremen Motiven planen.",0.92,,2026-02-26T22:20:50.635091+00:00,1.0733423233032227,0.6295669078826904,331,87
anthropic,claude-haiku-4-5-20251001,42,Republican presidential candidate Donald Trump has run a controversial campaign.,Der republikanische Präsidentschaftskandidat Donald Trump hat bisher eine kontroverse Kampagne geführt.,Der republikanische Präsidentschaftskandidat Donald Trump hat einen umstrittenen Wahlkampf geführt.,0.95,,2026-02-26T22:20:52.263404+00:00,0.9470252990722656,0.6806724071502686,231,49
anthropic,claude-haiku-4-5-20251001,43,"She said: ""In light of this, the JDC Executive has voted to reject the proposed new contract in full and to call for formal re-negotiations on all of your concerns.""","Sie sagte:""In Anbetracht dessen hat der JDC Vorstand abgestimmt, den vorgeschlagenen neuen Vertrag vollständig abzulehnen und offizielle Neuverhandlungen zu all Euren Sorgen angefordert.""","Sie sagte: âAngesichts dessen hat die JDC-GeschÃ¤ftsfÃ¼hrung beschlossen, den vorgeschlagenen neuen Vertrag vollstÃ¤ndig abzulehnen und formelle Neuverhandlungen zu all Ihren Bedenken zu fordern.",0.92,translation_no_json,2026-02-26T22:20:54.166017+00:00,1.2291769981384277,0.672814130783081,336,87
anthropic,claude-haiku-4-5-20251001,44,His wife told Hansford that it's the highest she's seen the creek in the 48 years she's lived there.,"Seine Frau sagte Hansford, dass sie in den 48 Jahren, in denen sie dort lebte, noch nie einen solchen Hochstand des Flusses gesehen hätte.","Seine Frau sagte Hansford, dass es das Höchste ist, das sie den Bach in den 48 Jahren, in denen sie dort lebt, gesehen hat.",0.85,,2026-02-26T22:20:55.845790+00:00,0.9061000347137451,0.7730245590209961,274,60
anthropic,claude-haiku-4-5-20251001,45,"The shooting stars are the Perseids: some of the quickest shooting stars, travelling at 216000 kilometres an hour.","Bei den Sternschuppen handelt es sich um Perseiden, die mit 216000 Kilometern pro Stunde zu den schnellsten Sternschnuppen gehören.","Die Sternschnuppen sind die Perseiden: einige der schnellsten Sternschnuppen, die mit 216000 Kilometern pro Stunde unterwegs sind.",0.95,,2026-02-26T22:20:57.946032+00:00,1.3774950504302979,0.722123384475708,280,64
anthropic,claude-haiku-4-5-20251001,46,"'I was referring to a swimmer's performance, and not to them as a person.'","""Ich habe mich auf die Leistung der Schwimmerin und nicht auf sie als Person bezogen.""","Ich bezog mich auf die Leistung eines Schwimmers, nicht auf ihn als Person.",0.92,,2026-02-26T22:20:59.771753+00:00,1.1767559051513672,0.6481707096099854,240,43
anthropic,claude-haiku-4-5-20251001,47,"So it appears that there were multiple armed combatants out here and that they were actively engaged,"" Philadelphia police Captain Anthony Ginaldi told the station.","So scheint es hier mehrere bewaffnete Kämpfer gegeben zu haben, die sehr aktiv beteiligt waren,"" teilte Polizeihautpmann Anthony Ginaldi der Polizei in Philadelphia dem Sender mit.","Es scheint, dass es hier mehrere bewaffnete KÃ¤mpfer gab und dass sie aktiv engagiert waren",0.72,translation_no_json,2026-02-26T22:21:01.492893+00:00,1.0712480545043945,0.6490836143493652,272,69
anthropic,claude-haiku-4-5-20251001,48,"Justin Gatlin (100, 200, 4x100m relay/USA): The 34-year-old is one of the most controversial track athletes.","Justin Gatlin (100, 200, 4x100-m-Staffel/USA): Der 34-Jährige gehört zu den umstrittensten Figuren in der Leichtathletik.","Justin Gatlin (100, 200, 4x100m Staffel/USA): Der 34-Jährige ist einer der umstrittensten Leichtathletik-Athleten.",0.92,,2026-02-26T22:21:03.098651+00:00,0.9694297313690186,0.635749340057373,296,67
anthropic,claude-haiku-4-5-20251001,49,Multiple houses and vehicles in the area were also struck.,Es wurden auch mehrere Häuser und Fahrzeuge in dem Gebiet getroffen.,Mehrere Häuser und Fahrzeuge in der Gegend wurden ebenfalls getroffen.,0.95,,2026-02-26T22:21:04.448496+00:00,0.7043626308441162,0.6448929309844971,224,42
anthropic,claude-haiku-4-5-20251001,50,"Ms. Ziegelman recalled: ""She actually got people sick.""","Ziegelman erinnerte sich: ""Sie machte Leute tatsächlich krank.""","Ms. Ziegelman erinnerte sich: ""Sie hat Menschen tatsächlich krank gemacht.""",0.92,,2026-02-26T22:21:05.878970+00:00,0.735797643661499,0.6938347816467285,232,44
anthropic,claude-haiku-4-5-20251001,51,"""We always tell victims not to pay up: that simply exacerbates the problem,"" explains Kleczynski.","""Wir sagen den Opfern immer: Zahlt nicht, ihr fördert damit nur das Problem"", erklärt Kleczynski.","Wir sagen Opfern immer, dass sie nicht zahlen sollen: Das verschÃ¤rft das Problem nur",0.92,translation_no_json,2026-02-26T22:21:07.614288+00:00,0.9706056118011475,0.7639729976654053,262,56
anthropic,claude-haiku-4-5-20251001,52,"""We are currently seeing harmful software develop terrifyingly quickly,"" explains Malwarebytes' CEO, Marcin Kleczynski, in an interview with ""Die Welt"" newspaper.","""Wir beobachten aktuell eine erschreckend schnelle Evolution der Schadsoftware"", erklärt Malwarebytes-Chef Marcin Kleczynski im Gespräch mit der ""Welt"".","""Wir sehen derzeit, wie sich Schadsoftware erschreckend schnell entwickelt"", erklärt Malwarebytes-CEO Marcin Kleczynski in einem Interview mit der Zeitung ""Die Welt"".",0.92,,2026-02-26T22:21:09.378625+00:00,1.1007130146026611,0.6630103588104248,321,78
anthropic,claude-haiku-4-5-20251001,53,"The ransomware encrypts these files, and deletes the originals for good.",Diese Dateien verschlüsselt die Ransomware und löscht die Originale nachhaltig.,Die Ransomware verschlüsselt diese Dateien und löscht die Originale dauerhaft.,0.95,,2026-02-26T22:21:11.461070+00:00,1.332603931427002,0.7492117881774902,240,44
anthropic,claude-haiku-4-5-20251001,54,"Last August, The New York Times reported the existence of the Pentagon inspector general investigation, opened after complaints by Centcom analysts.","Im vergangenen August berichtete die New York Times von Ermittlungen durch den Generalinspekteur des Pentagon, die nach Beschwerden von Centcom Analysten aufgenommen wurden.","Im August letzten Jahres berichtete die New York Times über die Existenz einer Untersuchung des Pentagon-Generalinspektors, die nach Beschwerden von Centcom-Analysten eingeleitet wurde.",0.92,,2026-02-26T22:21:13.494472+00:00,1.2146832942962646,0.8181631565093994,285,73
anthropic,claude-haiku-4-5-20251001,55,It was hard not to admire Fiji's whole joyful approach.,Es war nicht schwer den spielerischen Ansatz Fijis zu bewundern.,"Es war schwer, Fijis ganzen freudigen Ansatz nicht zu bewundern.",0.92,,2026-02-26T22:21:15.228820+00:00,0.9897904396057129,0.7442398071289062,233,41
anthropic,claude-haiku-4-5-20251001,56,During training the German pulled a ligament in his knee. At least it's clear who'll be wearing the number one jersey for Barca: Claudio Bravo.,"Der Deutsche erlitt im Training eine Bänderstauchung im Knie, womit die Einserfrage bei Barca zumindest vorerst zugunsten von Claudio Bravo geklärt ist.","Während des Trainings zog sich der Deutsche einen Bänderriss im Knie zu. Zumindest ist klar, wer das Trikot mit der Nummer eins für Barca tragen wird: Claudio Bravo.",0.92,,2026-02-26T22:21:16.910882+00:00,1.0684282779693604,0.6130321025848389,313,79
anthropic,claude-haiku-4-5-20251001,57,"For Kerstin Neugebauer, who has been living in a block of flats next-door to controversial number 94 for 17 years, there can be no talk of uncertainty.","Für Kerstin Neugebauer, die seit 17 Jahren in einem Mietshaus neben der umstrittenen 94 wohnt, kann von Unsicherheit keine Rede sein.","Für Kerstin Neugebauer, die seit 17 Jahren in einem Wohnblock neben dem umstrittenen Haus Nummer 94 lebt, kann von Unsicherheit keine Rede sein.",0.92,,2026-02-26T22:21:18.503910+00:00,0.8901069164276123,0.7022674083709717,317,71
